category,n,brier,log_loss,avg_forecast,observed_yes_rate,median_days_to_resolution,median_volume
elections,43,0.0027595523255813954,0.029608098179065415,0.14994186046511626,0.13953488372093023,37.08087328125,1602436.1108239994
sports,649,0.12629426078582434,0.37842113772943436,0.3681625577812018,0.3266563944530046,4.252563797037038,483914.57108499995
