volume_bucket,n,brier,log_loss,avg_forecast,observed_yes_rate,median_days_to_resolution,median_volume
$100k-$250k,227,0.09849867731277534,0.3112810209720902,0.31969383259911893,0.2687224669603524,1.9085370435185185,149006.0
$1m-$5m,159,0.13041249842767297,0.3852728213709342,0.4056509433962265,0.39622641509433965,6.169233393032408,1715060.0
$250k-$1m,277,0.13658303971119135,0.400640110962018,0.35716606498194947,0.30685920577617326,5.578604861614583,558949.3151360004
$5m+,29,0.03983955172413793,0.1369650176889899,0.32348275862068965,0.3103448275862069,116.1468472800926,7598077.229271018
